observation_id,keyword_id,alias_group_id,source,lens,location,language,network,window_start,window_end,precision_mode,raw_text,value_low,value_high,three_month_change,yoy_change,competition,competition_index,bid_low,bid_high,currency,state,pulled_on,run_id,source_file,source_row
ob_000015,kw_000015,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-02-marketing-services.csv,7
ob_000016,kw_000016,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Medium,45,2.12,9.78,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-02-marketing-services.csv,8
ob_000017,kw_000017,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-02-marketing-services.csv,9
ob_000018,kw_000018,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-02-marketing-services.csv,10
ob_000019,kw_000019,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-03-events-entertainment.csv,3
ob_000020,kw_000020,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-03-events-entertainment.csv,4
ob_000021,kw_000021,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-03-events-entertainment.csv,5
ob_000022,kw_000022,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Low,12,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-03-events-entertainment.csv,6
ob_000023,kw_000023,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Low,3,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-03-events-entertainment.csv,7
ob_000024,kw_000024,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-03-events-entertainment.csv,8
ob_000025,kw_000025,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-03-events-entertainment.csv,9
ob_000026,kw_000026,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-03-events-entertainment.csv,10
ob_000027,kw_000027,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Low,29,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-04-quiz-mechanics.csv,3
ob_000028,kw_000028,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,500.0,100,1000,0,0,Low,8,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-04-quiz-mechanics.csv,4
ob_000029,kw_000029,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,500.0,100,1000,-0.9,-0.9,Low,19,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-04-quiz-mechanics.csv,5
ob_000030,kw_000030,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-04-quiz-mechanics.csv,6
ob_000031,kw_000031,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,High,100,0.1,0.39,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-04-quiz-mechanics.csv,7
ob_000032,kw_000032,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-04-quiz-mechanics.csv,8
ob_000033,kw_000033,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,500.0,100,1000,0,0,Low,0,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-04-quiz-mechanics.csv,9
ob_000034,kw_000034,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-04-quiz-mechanics.csv,10
ob_000035,kw_000035,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-04-quiz-mechanics.csv,11
ob_000036,kw_000036,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-05-bingo.csv,3
ob_000037,kw_000037,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-05-bingo.csv,4
ob_000038,kw_000038,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-05-bingo.csv,5
ob_000039,kw_000039,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-05-bingo.csv,6
ob_000040,kw_000040,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,500.0,100,1000,0,0,Medium,38,3.47,13.64,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-05-bingo.csv,7
ob_000041,kw_000041,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-06-refurbishment.csv,3
ob_000042,kw_000042,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-06-refurbishment.csv,4
ob_000043,kw_000043,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,-0.9,Medium,53,1,2.67,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-06-refurbishment.csv,5
ob_000044,kw_000044,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-06-refurbishment.csv,6
ob_000045,kw_000045,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-06-refurbishment.csv,7
ob_000046,kw_000046,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-06-refurbishment.csv,8
ob_000047,kw_000047,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-07-loyalty-branding.csv,3
ob_000048,kw_000048,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-07-loyalty-branding.csv,4
ob_000049,kw_000049,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-07-loyalty-branding.csv,5
ob_000050,kw_000050,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Medium,51,3.69,62.64,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-07-loyalty-branding.csv,6
ob_000051,kw_000051,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,High,93,0.95,16.78,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-07-loyalty-branding.csv,7
ob_000052,kw_000052,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-07-loyalty-branding.csv,8
ob_000053,kw_000053,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,-0.9,Low,2,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-08-staffing.csv,3
ob_000054,kw_000054,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Medium,46,1.11,8.1,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-08-staffing.csv,4
ob_000055,kw_000055,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-08-staffing.csv,5
ob_000056,kw_000056,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-08-staffing.csv,6
ob_000057,kw_000057,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,-1,,,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-08-staffing.csv,7
ob_000058,kw_000058,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-08-staffing.csv,8
ob_000059,kw_000059,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-08-staffing.csv,9
ob_000060,kw_000060,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-08-staffing.csv,10
ob_000061,kw_000061,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-08-staffing.csv,11
ob_000062,kw_000062,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-09-turnaround.csv,3
ob_000063,kw_000063,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,50.0,10,100,0,0,Low,0,,,GBP,returned,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-09-turnaround.csv,4
ob_000064,kw_000064,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-09-turnaround.csv,6
ob_000065,kw_000065,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-09-turnaround.csv,7
ob_000066,kw_000066,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-09-turnaround.csv,8
ob_000067,kw_000067,,volumes,country,United Kingdom,English,Google Search,2025-07-01,2026-06-30,encoded_band,,,,,,,,,,GBP,absent,2026-08-09,2026-08-09-01-legacy,raw/gkp-volumes-09-turnaround.csv,5
ob_000068,kw_000068,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Medium,38,3.05,11.34,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,1
ob_000069,kw_000069,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,-1,Unknown,,,,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,2
ob_000070,kw_000070,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,0,Low,23,2.11,13.35,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,3
ob_000071,kw_000071,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,9,Medium,33,13.99,39.37,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,4
ob_000072,kw_000072,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,16,5.67,26.03,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,5
ob_000073,kw_000073,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,Low,23,2.47,6.7,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,6
ob_000074,kw_000074,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Medium,66,4.88,17.05,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,7
ob_000075,kw_000075,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Medium,44,4.42,15.52,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,8
ob_000076,kw_000076,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,-0.9,Low,8,1.93,3.84,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,9
ob_000077,kw_000077,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,-0.9,Low,32,3.55,17.58,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,10
ob_000078,kw_000078,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,High,79,4.03,19.22,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,11
ob_000079,kw_000079,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,Medium,64,6.74,23.86,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,12
ob_000080,kw_000080,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,0,Low,20,3.92,28.59,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,13
ob_000081,kw_000081,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,-0.9,Low,28,3.33,6.7,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,14
ob_000082,kw_000082,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,-0.9,High,94,5.99,15.58,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,15
ob_000083,kw_000083,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Medium,38,3.05,11.34,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,16
ob_000084,kw_000084,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,High,82,4.05,26.63,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,17
ob_000085,kw_000085,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,-0.9,Medium,46,8.08,31.63,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,18
ob_000086,kw_000086,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,-0.9,Low,27,3.45,10.89,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,19
ob_000087,kw_000087,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,-0.9,Low,27,3.45,10.89,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,20
ob_000088,kw_000088,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,0,Medium,36,4.42,12.53,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,21
ob_000089,kw_000089,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,Medium,43,,,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,22
ob_000090,kw_000090,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,-0.9,-0.9,Medium,40,1.99,5.82,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,23
ob_000091,kw_000091,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,-0.9,-0.9,Medium,35,3.2,14.86,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,24
ob_000092,kw_000092,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,16,5.67,26.03,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,25
ob_000093,kw_000093,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,High,86,,,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,26
ob_000094,kw_000094,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,High,74,4.06,28.14,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,27
ob_000095,kw_000095,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,Low,21,4.12,12.04,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,28
ob_000096,kw_000096,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Medium,66,4.88,17.05,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,29
ob_000097,kw_000097,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,High,71,,,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,30
ob_000098,kw_000098,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,-0.9,Low,27,5.45,21.87,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,31
ob_000099,kw_000099,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,Low,32,9.89,20.7,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,32
ob_000100,kw_000100,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,High,82,4.74,27.66,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,33
ob_000101,kw_000101,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Medium,44,4.42,15.52,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,34
ob_000102,kw_000102,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,-0.9,Low,25,7.61,15.86,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,35
ob_000103,kw_000103,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,,,High,71,,,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,36
ob_000104,kw_000104,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,-0.9,Low,28,3.33,6.7,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,37
ob_000105,kw_000105,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,,0,Medium,45,6.12,15.08,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,38
ob_000106,kw_000106,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,Low,17,3.09,15.81,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,39
ob_000107,kw_000107,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,Low,19,11.91,21.57,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,40
ob_000108,kw_000108,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Low,9,4.45,14.31,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,41
ob_000109,kw_000109,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,-0.9,Low,32,3.55,17.58,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,42
ob_000110,kw_000110,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,0,0,Low,21,4.12,12.04,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,43
ob_000111,kw_000111,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,50,10,100,-1,-1,Unknown,,,,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,44
ob_000112,kw_000112,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,0,0,Medium,36,17.7,39.27,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,45
ob_000113,kw_000113,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,5000,1000,10000,0,0,Low,17,3.09,15.81,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,46
ob_000114,kw_000114,,discover,country,United Kingdom,English,Google Search,2025-08-01,2026-07-31,encoded_band,500,100,1000,-0.9,-0.9,Low,26,2.95,15.69,GBP,returned,2026-09-08,2026-09-08-01-setup,raw/gkp-discover-01-website-build.csv,47
