export_id,query,query_norm,clicks,impressions,ctr,position,cluster_id,scope,level,completeness,truncated,window_start,window_end,reporting_country,search_type,filter_type,filter_value,source_file
gsc-16m-all,quiz ideas,quiz ideas,1,33,0.0303,9.48,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,oktoberfest ideas,oktoberfest ideas,1,31,0.0323,6.16,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub quiz rounds ideas,pub quiz rounds ideas,1,28,0.0357,17.5,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,quiz formats,quiz formats,1,20,0.05,9.75,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub social media ideas,pub social media ideas,1,18,0.0556,5.5,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,quiz format ideas,quiz format ideas,1,15,0.0667,11.27,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how to host a pub quiz,how to host a pub quiz,1,14,0.0714,9.86,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,national drink days,national drink days,1,13,0.0769,10.92,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,quiz night format,quiz night format,1,13,0.0769,4.62,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub quiz theme ideas,pub quiz theme ideas,1,10,0.1,10.4,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub chalkboard ideas,pub chalkboard ideas,1,6,0.1667,5.83,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,social club bingo rules,social club bingo rules,1,5,0.2,14.6,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub theme night ideas uk,pub theme night ideas uk,1,4,0.25,19,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub quiz round themes,pub quiz round themes,1,1,1,47,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,event ideas for pubs,event ideas for pubs,0,1358,0,18.08,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub marketing,pub marketing,0,863,0,22.51,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pop up events for pubs,pop up events for pubs,0,859,0,34.65,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,kids craft pop up events for pubs,kids craft pop up events for pubs,0,558,0,22.91,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how to organise events to attract families to pubs,how to organise events to attract families to pubs,0,525,0,16.82,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub marketing agency,pub marketing agency,0,471,0,19.78,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,bingo in pubs,bingo in pubs,0,451,0,11.67,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,family friendly activities to increase pub footfall,family friendly activities to increase pub footfall,0,389,0,33.7,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,instagram services for pubs,instagram services for pubs,0,334,0,9.1,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,christmas pub ideas,christmas pub ideas,0,328,0,15.86,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,content creation for pubs,content creation for pubs,0,312,0,14.18,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,paid social for pubs,paid social for pubs,0,292,0,10.85,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how to attract families to pubs,how to attract families to pubs,0,267,0,14.52,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,marketing agency for pubs,marketing agency for pubs,0,243,0,22.29,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,digital marketing for pubs,digital marketing for pubs,0,204,0,41.66,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,charity night ideas in a pub,charity night ideas in a pub,0,201,0,9.47,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,craft events for pubs,craft events for pubs,0,194,0,24.75,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub advertising,pub advertising,0,194,0,35.35,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,facebook services for pubs,facebook services for pubs,0,181,0,8.64,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,boost pub revenue with events,boost pub revenue with events,0,166,0,34.83,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how to manage entertainment budgets for pubs,how to manage entertainment budgets for pubs,0,162,0,8.73,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,social video services for pubs,social video services for pubs,0,158,0,25.63,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub co branding,pub co branding,0,157,0,16.11,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,content creation services for pubs,content creation services for pubs,0,152,0,7.65,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how to create a pub menu,how to create a pub menu,0,149,0,27.11,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,instagram for pubs,instagram for pubs,0,146,0,12.95,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,bar refurbishment,bar refurbishment,0,130,0,38.54,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub fundraising ideas,pub fundraising ideas,0,120,0,8.78,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub maintenance,pub maintenance,0,111,0,79.41,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how to run a pub,how to run a pub,0,107,0,44.14,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,quiz event ideas,quiz event ideas,0,107,0,12.5,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,agency for pubs,agency for pubs,0,106,0,29.63,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,fundraising ideas for pubs,fundraising ideas for pubs,0,106,0,10.72,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pun quiz calendar,pun quiz calendar,0,103,0,26.2,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub night fundraising ideas,pub night fundraising ideas,0,98,0,15.62,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub refurbishment,pub refurbishment,0,98,0,33.4,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how to manage a pub,how to manage a pub,0,96,0,45.22,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub promotions that work,pub promotions that work,0,95,0,21.33,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub cellar maintenance,pub cellar maintenance,0,93,0,24.88,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,facebook for pubs,facebook for pubs,0,88,0,11.73,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,national vodka day,national vodka day,0,86,0,11.45,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,instagram marketing for pubs,instagram marketing for pubs,0,79,0,9.34,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,bar social media marketing,bar social media marketing,0,78,0,45.4,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,christmas pub events ideas,christmas pub events ideas,0,78,0,22.21,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub quiz themes,pub quiz themes,0,78,0,39.27,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub quiz bonus round,pub quiz bonus round,0,77,0,28.03,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,marketing agency for bars,marketing agency for bars,0,75,0,45.85,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,when is national vodka day,when is national vodka day,0,74,0,11,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,brand partnership services for pubs,brand partnership services for pubs,0,72,0,13.4,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub insurance,pub insurance,0,72,0,32.74,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub loyalty scheme,pub loyalty scheme,0,72,0,14.04,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,securing empty pub,securing empty pub,0,71,0,12.89,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,brand partnerships for pubs,brand partnerships for pubs,0,70,0,14.36,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,small pub entertainment ideas,small pub entertainment ideas,0,70,0,5.29,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,empty pub,empty pub,0,68,0,8.46,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub quiz format,pub quiz format,0,68,0,8.97,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub refit,pub refit,0,67,0,30.84,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,digital marketing pub,digital marketing pub,0,65,0,21.09,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pubs and bars marketing solutions,pubs and bars marketing solutions,0,64,0,10.45,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,social video for pubs,social video for pubs,0,62,0,20.18,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub ideas,pub ideas,0,61,0,23.62,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,charity coffee morning,charity coffee morning,0,60,0,20.28,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,paid social services for pubs,paid social services for pubs,0,58,0,11.03,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how long do pub quizzes last,how long do pub quizzes last,0,55,0,16.96,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub specials ideas,pub specials ideas,0,55,0,2.93,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,marketing agency for nightclubs,marketing agency for nightclubs,0,53,0,35.72,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub events,pub events,0,52,0,23.08,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub loyalty cards,pub loyalty cards,0,52,0,28.81,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub stock management,pub stock management,0,52,0,50.04,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,national vodka day 2026,national vodka day 2026,0,50,0,3.4,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub cellar management,pub cellar management,0,50,0,10.48,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub refurbishments,pub refurbishments,0,50,0,59.28,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how long does a pub quiz last,how long does a pub quiz last,0,47,0,19.81,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub quiz round ideas,pub quiz round ideas,0,46,0,15.39,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,public toilet refurbishment,public toilet refurbishment,0,46,0,34.83,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,cask ale week,cask ale week,0,45,0,7.84,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how to calculate vat for a pub business,how to calculate vat for a pub business,0,45,0,10.31,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,hospitality marketing partner,hospitality marketing partner,0,44,0,34.32,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub quiz topics,pub quiz topics,0,43,0,9.14,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pubs showing the autumn internationals,pubs showing the autumn internationals,0,43,0,16.7,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,cash bingo rules,cash bingo rules,0,42,0,7.43,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,jelly seo,jelly seo,0,41,0,58.76,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub cash flow,pub cash flow,0,41,0,26.98,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,most profitable bar food,most profitable bar food,0,40,0,9.47,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub insurance average cost,pub insurance average cost,0,40,0,11.45,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,increase pub and bar bookings,increase pub and bar bookings,0,39,0,26.97,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pubs showing autumn internationals,pubs showing autumn internationals,0,39,0,16.46,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub refurbishment opportunities,pub refurbishment opportunities,0,36,0,31.17,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how to start a pub,how to start a pub,0,34,0,49,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,ideas for pub nights,ideas for pub nights,0,34,0,13,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,greene king cellar management,greene king cellar management,0,33,0,15.94,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how long is a pub quiz,how long is a pub quiz,0,33,0,16.79,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,is there vat on alcohol in pubs,is there vat on alcohol in pubs,0,33,0,11.73,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,local content marketing,local content marketing,0,33,0,80.79,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,quiz night themes,quiz night themes,0,33,0,7.91,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,a small orange email hosting,a small orange email hosting,0,32,0,71.41,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,events for pubs,events for pubs,0,32,0,16.94,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub promotion ideas,pub promotion ideas,0,32,0,31.56,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub it services,pub it services,0,31,0,21.68,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,marketing ideas for pubs,marketing ideas for pubs,0,29,0,18.48,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub night ideas,pub night ideas,0,29,0,39.38,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,advertising in pubs,advertising in pubs,0,28,0,48.61,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,ideas for pubs,ideas for pubs,0,28,0,13.68,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub social media,pub social media,0,28,0,9.54,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,ppc for pubs,ppc for pubs,0,27,0,65.22,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,christmas party promotion,christmas party promotion,0,26,0,20.42,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,how to run a bingo night,how to run a bingo night,0,26,0,9.92,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,kids entertainment for pubs,kids entertainment for pubs,0,26,0,34.46,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,pub business insurance,pub business insurance,0,26,0,28.46,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,coffee morning fundraising ideas,coffee morning fundraising ideas,0,25,0,13,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,marketing companies for restaurants,marketing companies for restaurants,0,25,0,29.96,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,hospitality content creation berkshire,hospitality content creation berkshire,0,24,0,66.62,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,outdoor events ideas,outdoor events ideas,0,24,0,31.58,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,wet led pub meaning,wet led pub meaning,0,24,0,13.04,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
gsc-16m-all,drink days 2026,drink days 2026,0,23,0,7.96,,property,query,named-subset,true,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Queries.csv
