source_file,layout,batch,row,keyword_text,keyword_norm,currency,raw_volume,precision_mode,value_low,value_high,state,three_month_change,yoy_change,competition,competition_index,bid_low,bid_high,ad_impression_share,in_account,in_plan,window_start,window_end,location,language,network,lens,pulled_on,source_hash
raw/gkp-volumes-02-marketing-services.csv,volumes,gkp-volumes-02,3,content creation for hospitality,content creation for hospitality,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,34ac12b2284d8f9d33df8034524f3ea49710ede4b73e770564608b52247fa0f8
raw/gkp-volumes-02-marketing-services.csv,volumes,gkp-volumes-02,4,freelance pub marketing,freelance pub marketing,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,34ac12b2284d8f9d33df8034524f3ea49710ede4b73e770564608b52247fa0f8
raw/gkp-volumes-02-marketing-services.csv,volumes,gkp-volumes-02,5,hospitality marketing agency uk,hospitality marketing agency uk,GBP,50.0,encoded_band,10,100,returned,0,0,Medium,57,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,34ac12b2284d8f9d33df8034524f3ea49710ede4b73e770564608b52247fa0f8
raw/gkp-volumes-02-marketing-services.csv,volumes,gkp-volumes-02,6,marketing for bars and restaurants,marketing for bars and restaurants,GBP,50.0,encoded_band,10,100,returned,-1,0,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,34ac12b2284d8f9d33df8034524f3ea49710ede4b73e770564608b52247fa0f8
raw/gkp-volumes-02-marketing-services.csv,volumes,gkp-volumes-02,7,pub advertising services,pub advertising services,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,34ac12b2284d8f9d33df8034524f3ea49710ede4b73e770564608b52247fa0f8
raw/gkp-volumes-02-marketing-services.csv,volumes,gkp-volumes-02,8,pub marketing agency,pub marketing agency,GBP,50.0,encoded_band,10,100,returned,0,0,Medium,45,2.12,9.78,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,34ac12b2284d8f9d33df8034524f3ea49710ede4b73e770564608b52247fa0f8
raw/gkp-volumes-02-marketing-services.csv,volumes,gkp-volumes-02,9,pub social media agency,pub social media agency,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,34ac12b2284d8f9d33df8034524f3ea49710ede4b73e770564608b52247fa0f8
raw/gkp-volumes-02-marketing-services.csv,volumes,gkp-volumes-02,10,social media management for pubs,social media management for pubs,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,34ac12b2284d8f9d33df8034524f3ea49710ede4b73e770564608b52247fa0f8
raw/gkp-volumes-03-events-entertainment.csv,volumes,gkp-volumes-03,3,booking entertainment for pubs,booking entertainment for pubs,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,8badcdae6bf8bf6baf5a3f9a1d87585d7c3a71a0c7d5e5dc70f5147bed7d9243
raw/gkp-volumes-03-events-entertainment.csv,volumes,gkp-volumes-03,4,how much to pay a pub band,how much to pay a pub band,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,8badcdae6bf8bf6baf5a3f9a1d87585d7c3a71a0c7d5e5dc70f5147bed7d9243
raw/gkp-volumes-03-events-entertainment.csv,volumes,gkp-volumes-03,5,pub entertainment budget,pub entertainment budget,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,8badcdae6bf8bf6baf5a3f9a1d87585d7c3a71a0c7d5e5dc70f5147bed7d9243
raw/gkp-volumes-03-events-entertainment.csv,volumes,gkp-volumes-03,6,pub entertainment ideas,pub entertainment ideas,GBP,50.0,encoded_band,10,100,returned,0,0,Low,12,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,8badcdae6bf8bf6baf5a3f9a1d87585d7c3a71a0c7d5e5dc70f5147bed7d9243
raw/gkp-volumes-03-events-entertainment.csv,volumes,gkp-volumes-03,7,pub entertainment licence,pub entertainment licence,GBP,50.0,encoded_band,10,100,returned,0,0,Low,3,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,8badcdae6bf8bf6baf5a3f9a1d87585d7c3a71a0c7d5e5dc70f5147bed7d9243
raw/gkp-volumes-03-events-entertainment.csv,volumes,gkp-volumes-03,8,pub event roi,pub event roi,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,8badcdae6bf8bf6baf5a3f9a1d87585d7c3a71a0c7d5e5dc70f5147bed7d9243
raw/gkp-volumes-03-events-entertainment.csv,volumes,gkp-volumes-03,9,pub events calendar,pub events calendar,GBP,50.0,encoded_band,10,100,returned,0,0,Low,0,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,8badcdae6bf8bf6baf5a3f9a1d87585d7c3a71a0c7d5e5dc70f5147bed7d9243
raw/gkp-volumes-03-events-entertainment.csv,volumes,gkp-volumes-03,10,weekly pub event schedule,weekly pub event schedule,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,8badcdae6bf8bf6baf5a3f9a1d87585d7c3a71a0c7d5e5dc70f5147bed7d9243
raw/gkp-volumes-04-quiz-mechanics.csv,volumes,gkp-volumes-04,3,how to run a pub quiz,how to run a pub quiz,GBP,50.0,encoded_band,10,100,returned,0,0,Low,29,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,176dfdf256cc7203f631045ea50742ce4e95974c051b815273acf8bd54751df7
raw/gkp-volumes-04-quiz-mechanics.csv,volumes,gkp-volumes-04,4,picture round ideas,picture round ideas,GBP,500.0,encoded_band,100,1000,returned,0,0,Low,8,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,176dfdf256cc7203f631045ea50742ce4e95974c051b815273acf8bd54751df7
raw/gkp-volumes-04-quiz-mechanics.csv,volumes,gkp-volumes-04,5,pub quiz answer sheet,pub quiz answer sheet,GBP,500.0,encoded_band,100,1000,returned,-0.9,-0.9,Low,19,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,176dfdf256cc7203f631045ea50742ce4e95974c051b815273acf8bd54751df7
raw/gkp-volumes-04-quiz-mechanics.csv,volumes,gkp-volumes-04,6,pub quiz format,pub quiz format,GBP,50.0,encoded_band,10,100,returned,0,0,Low,0,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,176dfdf256cc7203f631045ea50742ce4e95974c051b815273acf8bd54751df7
raw/gkp-volumes-04-quiz-mechanics.csv,volumes,gkp-volumes-04,7,pub quiz prizes,pub quiz prizes,GBP,50.0,encoded_band,10,100,returned,0,0,High,100,0.1,0.39,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,176dfdf256cc7203f631045ea50742ce4e95974c051b815273acf8bd54751df7
raw/gkp-volumes-04-quiz-mechanics.csv,volumes,gkp-volumes-04,8,pub quiz question rounds,pub quiz question rounds,GBP,50.0,encoded_band,10,100,returned,0,0,Low,0,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,176dfdf256cc7203f631045ea50742ce4e95974c051b815273acf8bd54751df7
raw/gkp-volumes-04-quiz-mechanics.csv,volumes,gkp-volumes-04,9,pub quiz round ideas,pub quiz round ideas,GBP,500.0,encoded_band,100,1000,returned,0,0,Low,0,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,176dfdf256cc7203f631045ea50742ce4e95974c051b815273acf8bd54751df7
raw/gkp-volumes-04-quiz-mechanics.csv,volumes,gkp-volumes-04,10,pub quiz scoring system,pub quiz scoring system,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,176dfdf256cc7203f631045ea50742ce4e95974c051b815273acf8bd54751df7
raw/gkp-volumes-04-quiz-mechanics.csv,volumes,gkp-volumes-04,11,quiz night rules,quiz night rules,GBP,50.0,encoded_band,10,100,returned,0,0,Low,0,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,176dfdf256cc7203f631045ea50742ce4e95974c051b815273acf8bd54751df7
raw/gkp-volumes-05-bingo.csv,volumes,gkp-volumes-05,3,bingo equipment for pubs,bingo equipment for pubs,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,5781bca184f9c2f301969b483b02c4a04ac70d2fb7a1c267c2db94fa6fc7adb2
raw/gkp-volumes-05-bingo.csv,volumes,gkp-volumes-05,4,bingo licence uk pub,bingo licence uk pub,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,5781bca184f9c2f301969b483b02c4a04ac70d2fb7a1c267c2db94fa6fc7adb2
raw/gkp-volumes-05-bingo.csv,volumes,gkp-volumes-05,5,bingo night in pubs,bingo night in pubs,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,5781bca184f9c2f301969b483b02c4a04ac70d2fb7a1c267c2db94fa6fc7adb2
raw/gkp-volumes-05-bingo.csv,volumes,gkp-volumes-05,6,how to run bingo in a pub,how to run bingo in a pub,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,5781bca184f9c2f301969b483b02c4a04ac70d2fb7a1c267c2db94fa6fc7adb2
raw/gkp-volumes-05-bingo.csv,volumes,gkp-volumes-05,7,pub bingo,pub bingo,GBP,500.0,encoded_band,100,1000,returned,0,0,Medium,38,3.47,13.64,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,5781bca184f9c2f301969b483b02c4a04ac70d2fb7a1c267c2db94fa6fc7adb2
raw/gkp-volumes-06-refurbishment.csv,volumes,gkp-volumes-06,3,bar refurbishment cost,bar refurbishment cost,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,bd103fa8619d14d1b717b948b6e6205acc8c020db0b3c218f890a80659c5e55d
raw/gkp-volumes-06-refurbishment.csv,volumes,gkp-volumes-06,4,brewery refurbishment funding,brewery refurbishment funding,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,bd103fa8619d14d1b717b948b6e6205acc8c020db0b3c218f890a80659c5e55d
raw/gkp-volumes-06-refurbishment.csv,volumes,gkp-volumes-06,5,pub interior design,pub interior design,GBP,50.0,encoded_band,10,100,returned,0,-0.9,Medium,53,1,2.67,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,bd103fa8619d14d1b717b948b6e6205acc8c020db0b3c218f890a80659c5e55d
raw/gkp-volumes-06-refurbishment.csv,volumes,gkp-volumes-06,6,pub maintenance checklist,pub maintenance checklist,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,bd103fa8619d14d1b717b948b6e6205acc8c020db0b3c218f890a80659c5e55d
raw/gkp-volumes-06-refurbishment.csv,volumes,gkp-volumes-06,7,pub refit ideas,pub refit ideas,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,bd103fa8619d14d1b717b948b6e6205acc8c020db0b3c218f890a80659c5e55d
raw/gkp-volumes-06-refurbishment.csv,volumes,gkp-volumes-06,8,pub refurbishment cost uk,pub refurbishment cost uk,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,bd103fa8619d14d1b717b948b6e6205acc8c020db0b3c218f890a80659c5e55d
raw/gkp-volumes-07-loyalty-branding.csv,volumes,gkp-volumes-07,3,premiumisation hospitality,premiumisation hospitality,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,cf0e4972e3f0ed3cbd078e2840d09346c674027db728e2127efc04e196d590cc
raw/gkp-volumes-07-loyalty-branding.csv,volumes,gkp-volumes-07,4,pub brand identity,pub brand identity,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,cf0e4972e3f0ed3cbd078e2840d09346c674027db728e2127efc04e196d590cc
raw/gkp-volumes-07-loyalty-branding.csv,volumes,gkp-volumes-07,5,pub branding ideas,pub branding ideas,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,cf0e4972e3f0ed3cbd078e2840d09346c674027db728e2127efc04e196d590cc
raw/gkp-volumes-07-loyalty-branding.csv,volumes,gkp-volumes-07,6,pub loyalty app,pub loyalty app,GBP,50.0,encoded_band,10,100,returned,0,0,Medium,51,3.69,62.64,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,cf0e4972e3f0ed3cbd078e2840d09346c674027db728e2127efc04e196d590cc
raw/gkp-volumes-07-loyalty-branding.csv,volumes,gkp-volumes-07,7,pub loyalty card scheme,pub loyalty card scheme,GBP,50.0,encoded_band,10,100,returned,0,0,High,93,0.95,16.78,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,cf0e4972e3f0ed3cbd078e2840d09346c674027db728e2127efc04e196d590cc
raw/gkp-volumes-07-loyalty-branding.csv,volumes,gkp-volumes-07,8,pub rebrand,pub rebrand,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,cf0e4972e3f0ed3cbd078e2840d09346c674027db728e2127efc04e196d590cc
raw/gkp-volumes-08-staffing.csv,volumes,gkp-volumes-08,3,bar staff interview questions,bar staff interview questions,GBP,50.0,encoded_band,10,100,returned,0,-0.9,Low,2,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,87708c7c8f5f4529da377182b5109b5965c0d683c729afdb8b3aa7a5a2cc5e30
raw/gkp-volumes-08-staffing.csv,volumes,gkp-volumes-08,4,bar staff training,bar staff training,GBP,50.0,encoded_band,10,100,returned,0,0,Medium,46,1.11,8.1,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,87708c7c8f5f4529da377182b5109b5965c0d683c729afdb8b3aa7a5a2cc5e30
raw/gkp-volumes-08-staffing.csv,volumes,gkp-volumes-08,5,hospitality staff shortage,hospitality staff shortage,GBP,50.0,encoded_band,10,100,returned,0,0,Low,0,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,87708c7c8f5f4529da377182b5109b5965c0d683c729afdb8b3aa7a5a2cc5e30
raw/gkp-volumes-08-staffing.csv,volumes,gkp-volumes-08,6,how to retain bar staff,how to retain bar staff,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,87708c7c8f5f4529da377182b5109b5965c0d683c729afdb8b3aa7a5a2cc5e30
raw/gkp-volumes-08-staffing.csv,volumes,gkp-volumes-08,7,national minimum wage hospitality,national minimum wage hospitality,GBP,50.0,encoded_band,10,100,returned,0,-1,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,87708c7c8f5f4529da377182b5109b5965c0d683c729afdb8b3aa7a5a2cc5e30
raw/gkp-volumes-08-staffing.csv,volumes,gkp-volumes-08,8,pub rota planning,pub rota planning,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,87708c7c8f5f4529da377182b5109b5965c0d683c729afdb8b3aa7a5a2cc5e30
raw/gkp-volumes-08-staffing.csv,volumes,gkp-volumes-08,9,pub staff handbook,pub staff handbook,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,87708c7c8f5f4529da377182b5109b5965c0d683c729afdb8b3aa7a5a2cc5e30
raw/gkp-volumes-08-staffing.csv,volumes,gkp-volumes-08,10,pub staff recruitment,pub staff recruitment,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,87708c7c8f5f4529da377182b5109b5965c0d683c729afdb8b3aa7a5a2cc5e30
raw/gkp-volumes-08-staffing.csv,volumes,gkp-volumes-08,11,tronc scheme pubs,tronc scheme pubs,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,87708c7c8f5f4529da377182b5109b5965c0d683c729afdb8b3aa7a5a2cc5e30
raw/gkp-volumes-09-turnaround.csv,volumes,gkp-volumes-09,3,failing pub advice,failing pub advice,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,ea48df212d08b2efbb88f349199986182ef52494ac22223a4214b0e6c43b4aef
raw/gkp-volumes-09-turnaround.csv,volumes,gkp-volumes-09,4,fix my pub,fix my pub,GBP,50.0,encoded_band,10,100,returned,0,0,Low,0,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,ea48df212d08b2efbb88f349199986182ef52494ac22223a4214b0e6c43b4aef
raw/gkp-volumes-09-turnaround.csv,volumes,gkp-volumes-09,5,how to save a failing pub,how to save a failing pub,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,ea48df212d08b2efbb88f349199986182ef52494ac22223a4214b0e6c43b4aef
raw/gkp-volumes-09-turnaround.csv,volumes,gkp-volumes-09,6,pub business support uk,pub business support uk,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,ea48df212d08b2efbb88f349199986182ef52494ac22223a4214b0e6c43b4aef
raw/gkp-volumes-09-turnaround.csv,volumes,gkp-volumes-09,7,pub turnaround,pub turnaround,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,ea48df212d08b2efbb88f349199986182ef52494ac22223a4214b0e6c43b4aef
raw/gkp-volumes-09-turnaround.csv,volumes,gkp-volumes-09,8,struggling pub help,struggling pub help,GBP,,encoded_band,,,absent,,,,,,,,,,2025-07-01,2026-06-30,United Kingdom,English,Google Search,country,2026-08-09,ea48df212d08b2efbb88f349199986182ef52494ac22223a4214b0e6c43b4aef
