url,status,final_url,is_redirect,redirect_chain,canonical,robots_meta,x_robots_tag,in_sitemap,schema_types,content_type,missing_alt_count,collected_at
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,200,https://www.orangejelly.co.uk/licensees-guide/category/turnaround,no,none,https://www.orangejelly.co.uk/licensees-guide/category/turnaround,"index, follow",,yes,"BlogPosting, BreadcrumbList, CollectionPage, ContactPoint, GeoCoordinates, ImageObject, ItemList, ListItem, Organization, Person, PostalAddress, ProfessionalService, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/community-outreach-reintroduce-pub,200,https://www.orangejelly.co.uk/licensees-guide/community-outreach-reintroduce-pub,no,none,https://www.orangejelly.co.uk/licensees-guide/community-outreach-reintroduce-pub,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/quiz-night-ideas,200,https://www.orangejelly.co.uk/licensees-guide/quiz-night-ideas,no,none,https://www.orangejelly.co.uk/licensees-guide/quiz-night-ideas,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-insurance-cover-guide,200,https://www.orangejelly.co.uk/licensees-guide/pub-insurance-cover-guide,no,none,https://www.orangejelly.co.uk/licensees-guide/pub-insurance-cover-guide,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/pop-up-events-for-pubs,200,https://www.orangejelly.co.uk/licensees-guide/pop-up-events-for-pubs,no,none,https://www.orangejelly.co.uk/licensees-guide/pop-up-events-for-pubs,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/brewery-tie-improve-your-deal,200,https://www.orangejelly.co.uk/licensees-guide/brewery-tie-improve-your-deal,no,none,https://www.orangejelly.co.uk/licensees-guide/brewery-tie-improve-your-deal,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/pub-marketing-kent,200,https://www.orangejelly.co.uk/pub-marketing-kent,no,none,https://www.orangejelly.co.uk/pub-marketing-kent,"index, follow",,yes,"AdministrativeArea, Answer, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Person, PostalAddress, ProfessionalService, Question, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/turn-heating-costs-into-winter-wins,200,https://www.orangejelly.co.uk/licensees-guide/turn-heating-costs-into-winter-wins,no,none,https://www.orangejelly.co.uk/licensees-guide/turn-heating-costs-into-winter-wins,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/category/revenue-growth,200,https://www.orangejelly.co.uk/licensees-guide/category/revenue-growth,no,none,https://www.orangejelly.co.uk/licensees-guide/category/revenue-growth,"index, follow",,yes,"BlogPosting, BreadcrumbList, CollectionPage, ContactPoint, GeoCoordinates, ImageObject, ItemList, ListItem, Organization, Person, PostalAddress, ProfessionalService, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/instagram-marketing-for-pubs,200,https://www.orangejelly.co.uk/licensees-guide/instagram-marketing-for-pubs,no,none,https://www.orangejelly.co.uk/licensees-guide/instagram-marketing-for-pubs,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/email-marketing-pub-retention,200,https://www.orangejelly.co.uk/licensees-guide/email-marketing-pub-retention,no,none,https://www.orangejelly.co.uk/licensees-guide/email-marketing-pub-retention,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-health-safety-checklist,200,https://www.orangejelly.co.uk/licensees-guide/pub-health-safety-checklist,no,none,https://www.orangejelly.co.uk/licensees-guide/pub-health-safety-checklist,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/ways-to-work/turnaround-intensive,200,https://www.orangejelly.co.uk/ways-to-work/turnaround-intensive,no,none,https://www.orangejelly.co.uk/ways-to-work/turnaround-intensive,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"BreadcrumbList, ContactPoint, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Service, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/premium-pub-positioning,200,https://www.orangejelly.co.uk/licensees-guide/premium-pub-positioning,no,none,https://www.orangejelly.co.uk/licensees-guide/premium-pub-positioning,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/cash-flow-crisis-breaking-cycle,410,https://www.orangejelly.co.uk/licensees-guide/cash-flow-crisis-breaking-cycle,no,none,,,,yes,,text/plain;charset=UTF-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/how-much-profit-does-a-pub-make,200,https://www.orangejelly.co.uk/licensees-guide/how-much-profit-does-a-pub-make,no,none,https://www.orangejelly.co.uk/licensees-guide/how-much-profit-does-a-pub-make,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/low-cost-decor-refreshes-new-improved,200,https://www.orangejelly.co.uk/licensees-guide/low-cost-decor-refreshes-new-improved,no,none,https://www.orangejelly.co.uk/licensees-guide/low-cost-decor-refreshes-new-improved,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/young-people-wont-come-to-your-pub,200,https://www.orangejelly.co.uk/licensees-guide/young-people-wont-come-to-your-pub,no,none,https://www.orangejelly.co.uk/licensees-guide/young-people-wont-come-to-your-pub,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/category/marketing,200,https://www.orangejelly.co.uk/licensees-guide/category/marketing,no,none,https://www.orangejelly.co.uk/licensees-guide/category/marketing,"index, follow",,yes,"BlogPosting, BreadcrumbList, CollectionPage, ContactPoint, GeoCoordinates, ImageObject, ItemList, ListItem, Organization, Person, PostalAddress, ProfessionalService, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,200,https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,no,none,https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ItemList, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/category/food-drink,200,https://www.orangejelly.co.uk/licensees-guide/category/food-drink,no,none,https://www.orangejelly.co.uk/licensees-guide/category/food-drink,"index, follow",,yes,"BlogPosting, BreadcrumbList, CollectionPage, ContactPoint, GeoCoordinates, ImageObject, ItemList, ListItem, Organization, Person, PostalAddress, ProfessionalService, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/compete-with-pub-chains,200,https://www.orangejelly.co.uk/compete-with-pub-chains,no,none,https://www.orangejelly.co.uk/compete-with-pub-chains,"index, follow",,yes,"Answer, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Person, PostalAddress, ProfessionalService, Question, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-health-check-essential-fundamentals-licensee-success,200,https://www.orangejelly.co.uk/licensees-guide/pub-health-check-essential-fundamentals-licensee-success,no,none,https://www.orangejelly.co.uk/licensees-guide/pub-health-check-essential-fundamentals-licensee-success,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/epos-data-revenue-comeback,200,https://www.orangejelly.co.uk/licensees-guide/epos-data-revenue-comeback,no,none,https://www.orangejelly.co.uk/licensees-guide/epos-data-revenue-comeback,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/village-pub-dying-village-survival,200,https://www.orangejelly.co.uk/licensees-guide/village-pub-dying-village-survival,no,none,https://www.orangejelly.co.uk/licensees-guide/village-pub-dying-village-survival,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/ways-to-work/momentum-month,200,https://www.orangejelly.co.uk/ways-to-work/momentum-month,no,none,https://www.orangejelly.co.uk/ways-to-work/momentum-month,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"BreadcrumbList, ContactPoint, GeoCoordinates, ImageObject, ListItem, Offer, Organization, Person, PostalAddress, ProfessionalService, Service, UnitPriceSpecification, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/restart-quiz-music-sport-roi,200,https://www.orangejelly.co.uk/licensees-guide/restart-quiz-music-sport-roi,no,none,https://www.orangejelly.co.uk/licensees-guide/restart-quiz-music-sport-roi,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/category/events,200,https://www.orangejelly.co.uk/licensees-guide/category/events,no,none,https://www.orangejelly.co.uk/licensees-guide/category/events,"index, follow",,yes,"BlogPosting, BreadcrumbList, CollectionPage, ContactPoint, GeoCoordinates, ImageObject, ItemList, ListItem, Organization, Person, PostalAddress, ProfessionalService, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-new-years-eve-planning-guide,200,https://www.orangejelly.co.uk/licensees-guide/pub-new-years-eve-planning-guide,no,none,https://www.orangejelly.co.uk/licensees-guide/pub-new-years-eve-planning-guide,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/quiet-midweek-solutions,200,https://www.orangejelly.co.uk/quiet-midweek-solutions,no,none,https://www.orangejelly.co.uk/quiet-midweek-solutions,"index, follow",,yes,"Answer, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Person, PostalAddress, ProfessionalService, Question, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/seasonal-pub-events-calendar,200,https://www.orangejelly.co.uk/licensees-guide/seasonal-pub-events-calendar,no,none,https://www.orangejelly.co.uk/licensees-guide/seasonal-pub-events-calendar,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-halloween-bonfire-night-events,200,https://www.orangejelly.co.uk/licensees-guide/pub-halloween-bonfire-night-events,no,none,https://www.orangejelly.co.uk/licensees-guide/pub-halloween-bonfire-night-events,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/summer-pub-marketing,200,https://www.orangejelly.co.uk/licensees-guide/summer-pub-marketing,no,none,https://www.orangejelly.co.uk/licensees-guide/summer-pub-marketing,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ItemList, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/menu-engineering-lift-average-spend,200,https://www.orangejelly.co.uk/licensees-guide/menu-engineering-lift-average-spend,no,none,https://www.orangejelly.co.uk/licensees-guide/menu-engineering-lift-average-spend,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/pub-marketing-agency,200,https://www.orangejelly.co.uk/pub-marketing-agency,no,none,https://www.orangejelly.co.uk/pub-marketing-agency,"index, follow",,yes,"Answer, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Person, PostalAddress, ProfessionalService, Question, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/licensees-guide/win-back-locals-after-slow-trade,200,https://www.orangejelly.co.uk/licensees-guide/win-back-locals-after-slow-trade,no,none,https://www.orangejelly.co.uk/licensees-guide/win-back-locals-after-slow-trade,"index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",,yes,"Answer, BlogPosting, BreadcrumbList, ContactPoint, FAQPage, GeoCoordinates, ImageObject, ListItem, Organization, Person, PostalAddress, ProfessionalService, Question, SpeakableSpecification, Thing, WebPage, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
https://www.orangejelly.co.uk/contact,200,https://www.orangejelly.co.uk/contact,no,none,https://www.orangejelly.co.uk/contact,"index, follow",,yes,"Answer, BreadcrumbList, ContactPage, ContactPoint, Country, FAQPage, GeoCoordinates, ImageObject, ListItem, LocalBusiness, OpeningHoursSpecification, Person, PostalAddress, ProfessionalService, Question, WebSite",text/html; charset=utf-8,0,2026-06-16T06:56:25.903002+00:00
