Date,Clicks,Impressions,CTR,Position
2025-12-13,12,631,1.9%,14.9
2025-12-14,10,688,1.45%,15.4
2025-12-15,5,594,0.84%,14.5
2025-12-16,7,575,1.22%,17.7
2025-12-17,13,517,2.51%,15.3
2025-12-18,9,564,1.6%,17.1
2025-12-19,14,655,2.14%,18.5
2025-12-20,13,689,1.89%,14
2025-12-21,10,752,1.33%,16.5
2025-12-22,11,647,1.7%,15.4
2025-12-23,9,756,1.19%,15.4
2025-12-24,8,624,1.28%,20.4
2025-12-25,3,604,0.5%,22.8
2025-12-26,16,620,2.58%,16.4
2025-12-27,20,1285,1.56%,8.7
2025-12-28,23,778,2.96%,16.1
2025-12-29,15,663,2.26%,13.9
2025-12-30,14,704,1.99%,13.6
2025-12-31,17,617,2.76%,14
2026-01-01,15,609,2.46%,17.9
2026-01-02,17,654,2.6%,16.3
2026-01-03,20,752,2.66%,14.9
2026-01-04,30,793,3.78%,14.4
2026-01-05,9,505,1.78%,16.1
2026-01-06,18,604,2.98%,13.2
2026-01-07,12,647,1.85%,16.9
2026-01-08,6,575,1.04%,15.7
2026-01-09,16,712,2.25%,17.8
2026-01-10,27,789,3.42%,14.4
2026-01-11,14,861,1.63%,15.8
2026-01-12,18,650,2.77%,16.1
2026-01-13,9,679,1.33%,20.6
2026-01-14,11,802,1.37%,19.6
2026-01-15,11,649,1.69%,16.9
2026-01-16,21,792,2.65%,17.6
2026-01-17,20,984,2.03%,17.3
2026-01-18,15,1025,1.46%,16.6
2026-01-19,23,1031,2.23%,19.3
2026-01-20,20,895,2.23%,19.1
2026-01-21,9,1063,0.85%,24.3
2026-01-22,9,1001,0.9%,19.4
2026-01-23,10,983,1.02%,18.2
2026-01-24,19,1132,1.68%,15.6
2026-01-25,22,1285,1.71%,18
2026-01-26,25,898,2.78%,20.9
2026-01-27,14,3253,0.43%,33.3
2026-01-28,11,1501,0.73%,20.2
2026-01-29,15,963,1.56%,18.9
2026-01-30,15,1178,1.27%,19.7
2026-01-31,15,1165,1.29%,16.8
2026-02-01,18,1281,1.41%,16.9
2026-02-02,12,1213,0.99%,16.9
2026-02-03,12,1009,1.19%,17.7
2026-02-04,19,1097,1.73%,19.8
2026-02-05,9,1262,0.71%,20.3
2026-02-06,14,1007,1.39%,18.4
2026-02-07,14,1083,1.29%,14.5
2026-02-08,23,1222,1.88%,15.2
2026-02-09,19,976,1.95%,19.2
2026-02-10,34,1135,3%,18.9
2026-02-11,22,1150,1.91%,18.2
2026-02-12,22,974,2.26%,14.4
2026-02-13,13,980,1.33%,14.7
2026-02-14,26,1382,1.88%,13.4
2026-02-15,30,1210,2.48%,15.9
2026-02-16,28,1064,2.63%,14.3
2026-02-17,21,1115,1.88%,16.6
2026-02-18,13,1082,1.2%,18.2
2026-02-19,26,1086,2.39%,19.1
2026-02-20,24,1204,1.99%,19
2026-02-21,21,1385,1.52%,16.3
2026-02-22,26,1302,2%,15.8
2026-02-23,26,1234,2.11%,18
2026-02-24,15,1230,1.22%,18.4
2026-02-25,11,1284,0.86%,17.5
2026-02-26,13,1264,1.03%,17.4
2026-02-27,27,1802,1.5%,19.2
2026-02-28,22,1420,1.55%,14.8
2026-03-01,30,1754,1.71%,16.2
2026-03-02,14,1551,0.9%,15.9
2026-03-03,16,1476,1.08%,16.7
2026-03-04,17,1293,1.31%,16.4
2026-03-05,26,1527,1.7%,18.8
2026-03-06,27,1419,1.9%,14.7
2026-03-07,33,1724,1.91%,16.3
2026-03-08,22,1600,1.38%,15.6
2026-03-09,17,1285,1.32%,16.4
2026-03-10,26,1397,1.86%,15
2026-03-11,23,1318,1.75%,15.3
2026-03-12,21,1357,1.55%,16.7
2026-03-13,25,1490,1.68%,16.4
2026-03-14,37,1396,2.65%,13.9
2026-03-15,25,1698,1.47%,18
2026-03-16,19,1231,1.54%,15
2026-03-17,20,1231,1.62%,15.1
2026-03-18,15,986,1.52%,14.5
2026-03-19,18,954,1.89%,14.5
2026-03-20,24,1271,1.89%,15.8
2026-03-21,34,1394,2.44%,13.7
2026-03-22,48,1724,2.78%,12.8
2026-03-23,31,1231,2.52%,14.3
2026-03-24,79,1522,5.19%,10.4
2026-03-25,37,1246,2.97%,11.6
2026-03-26,43,1398,3.08%,13.2
2026-03-27,32,1483,2.16%,11.4
2026-03-28,59,1864,3.17%,10.5
2026-03-29,50,1907,2.62%,12.3
2026-03-30,45,1491,3.02%,10.3
2026-03-31,37,1574,2.35%,11.1
2026-04-01,36,1533,2.35%,11.4
2026-04-02,38,1443,2.63%,9.9
2026-04-03,37,1658,2.23%,9.2
2026-04-04,42,1706,2.46%,8.7
2026-04-05,48,2009,2.39%,10.6
2026-04-06,60,2223,2.7%,9.1
2026-04-07,38,1816,2.09%,10.8
2026-04-08,42,1898,2.21%,11.2
2026-04-09,34,1953,1.74%,14.9
2026-04-10,44,1995,2.21%,12
2026-04-11,56,2001,2.8%,10.2
2026-04-12,60,2227,2.69%,10.7
2026-04-13,40,1675,2.39%,11.2
2026-04-14,33,1646,2%,11.9
2026-04-15,37,2020,1.83%,12.5
2026-04-16,36,1684,2.14%,11.3
2026-04-17,35,2173,1.61%,12.1
2026-04-18,64,2340,2.74%,11.3
2026-04-19,75,2288,3.28%,9.6
2026-04-20,37,1724,2.15%,11.7
2026-04-21,42,1610,2.61%,12.9
2026-04-22,37,1629,2.27%,12.9
2026-04-23,29,1681,1.73%,11.3
2026-04-24,41,1696,2.42%,11.1
2026-04-25,55,2261,2.43%,14.6
2026-04-26,52,1956,2.66%,13
2026-04-27,48,1624,2.96%,11
2026-04-28,45,1697,2.65%,12.7
2026-04-29,62,1762,3.52%,10.1
2026-04-30,55,1856,2.96%,13.2
2026-05-01,52,2172,2.39%,12.9
2026-05-02,45,2321,1.94%,10.2
2026-05-03,79,2528,3.12%,10.1
2026-05-04,71,2039,3.48%,9.7
2026-05-05,41,1618,2.53%,12.2
2026-05-06,46,1952,2.36%,12.1
2026-05-07,48,1917,2.5%,14.2
2026-05-08,36,2111,1.71%,14.2
2026-05-09,80,2419,3.31%,10.4
2026-05-10,53,2399,2.21%,10.3
2026-05-11,49,1961,2.5%,13.6
2026-05-12,46,1918,2.4%,11.4
2026-05-13,55,2204,2.5%,11.4
2026-05-14,58,2415,2.4%,13.1
2026-05-15,60,2569,2.34%,12.8
2026-05-16,60,2375,2.53%,10.2
2026-05-17,77,2558,3.01%,10
2026-05-18,61,2268,2.69%,10.9
2026-05-19,63,2687,2.34%,12
2026-05-20,56,2174,2.58%,13
2026-05-21,59,2489,2.37%,15.8
2026-05-22,58,2630,2.21%,12.2
2026-05-23,105,2955,3.55%,9.7
2026-05-24,103,2899,3.55%,10
2026-05-25,125,2723,4.59%,10.1
2026-05-26,70,2411,2.9%,10.7
2026-05-27,69,2395,2.88%,9.6
2026-05-28,64,2705,2.37%,10.2
2026-05-29,84,2668,3.15%,11.9
2026-05-30,81,2691,3.01%,8.9
2026-05-31,80,2794,2.86%,9.3
2026-06-01,65,2145,3.03%,9.5
2026-06-02,50,1898,2.63%,9.8
2026-06-03,61,1918,3.18%,9.9
2026-06-04,58,2480,2.34%,14.2
2026-06-05,71,2479,2.86%,10.9
2026-06-06,91,2834,3.21%,9.4
2026-06-07,93,2896,3.21%,8.9
2026-06-08,52,2249,2.31%,10.2
2026-06-09,51,2129,2.4%,9.6
2026-06-10,67,2220,3.02%,9.1
2026-06-11,68,2523,2.7%,13.4
2026-06-12,77,2571,2.99%,10.9
2026-06-13,88,3144,2.8%,8.2
2026-06-14,93,2949,3.15%,8.7
2026-06-15,65,2538,2.56%,9.1
2026-06-16,73,2460,2.97%,9.3
2026-06-17,68,2682,2.54%,10.1
2026-06-18,65,3011,2.16%,13.1
2026-06-19,81,3114,2.6%,13.7
2026-06-20,87,3233,2.69%,13.1
2026-06-21,107,3324,3.22%,11.5
2026-06-22,42,2770,1.52%,13.9
2026-06-23,59,2480,2.38%,11.7
2026-06-24,63,2481,2.54%,11.9
2026-06-25,63,2554,2.47%,16.1
2026-06-26,82,2705,3.03%,13.4
2026-06-27,81,2961,2.74%,10.9
2026-06-28,113,3137,3.6%,11.5
2026-06-29,71,2495,2.85%,11.3
2026-06-30,62,2879,2.15%,12.9
2026-07-01,80,2812,2.84%,12.2
2026-07-02,82,2866,2.86%,13.5
2026-07-03,88,3051,2.88%,12.3
2026-07-04,116,3151,3.68%,9.4
2026-07-05,109,3535,3.08%,9.9
2026-07-06,83,3033,2.74%,13.8
2026-07-07,112,3479,3.22%,15.8
2026-07-08,78,3085,2.53%,13.7
2026-07-09,90,3051,2.95%,12.8
2026-07-10,97,3092,3.14%,12.4
2026-07-11,121,3653,3.31%,12.1
2026-07-12,106,3432,3.09%,10.2
2026-07-13,98,3016,3.25%,10.8
2026-07-14,82,3192,2.57%,12.7
2026-07-15,77,3011,2.56%,10.6
2026-07-16,100,3034,3.3%,13.2
2026-07-17,100,3123,3.2%,12.1
2026-07-18,144,3483,4.13%,10.4
2026-07-19,141,3510,4.02%,9.1
2026-07-20,108,3270,3.3%,12
2026-07-21,84,3201,2.62%,11.4
2026-07-22,100,3514,2.85%,13.4
2026-07-23,100,3555,2.81%,13.1
2026-07-24,112,7846,1.43%,16.8
2026-07-25,125,4129,3.03%,11.9
2026-07-26,130,3921,3.32%,11.3
2026-07-27,94,3236,2.9%,11.7
2026-07-28,79,4001,1.97%,14.2
2026-07-29,102,3357,3.04%,12.1
2026-07-30,79,3271,2.42%,13.6
2026-07-31,62,3422,1.81%,14.4
2026-08-01,110,3776,2.91%,11.5
2026-08-02,147,4368,3.37%,10.3
2026-08-03,108,3170,3.41%,9.8
2026-08-04,94,3443,2.73%,11.6
2026-08-05,105,3157,3.33%,10.8
2026-08-06,92,3212,2.86%,13.1
2026-08-07,82,2992,2.74%,13.1
2026-08-08,107,3698,2.89%,12.3
2026-08-09,140,4067,3.44%,10.3
2026-08-10,75,3219,2.33%,12.4
2026-08-11,88,3212,2.74%,9.4
2026-08-12,68,3153,2.16%,9.9
2026-08-13,80,3210,2.49%,12.1
2026-08-14,82,3393,2.42%,12.2
2026-08-15,100,3747,2.67%,10.1
2026-08-16,105,3849,2.73%,9.6
2026-08-17,78,2909,2.68%,10.4
2026-08-18,94,2942,3.2%,9.3
2026-08-19,69,3034,2.27%,9.6
2026-08-20,93,2907,3.2%,9.6
2026-08-21,102,3501,2.91%,13.9
2026-08-22,109,3627,3.01%,10.7
2026-08-23,104,3840,2.71%,9.7
2026-08-24,107,3332,3.21%,12.7
