query,clicks,impressions,ctr,position,page,date_range
insta pub,0,3,0.0,7.67,,collected 2026-07-07
increase pub footfall with live music,0,3,0.0,10.0,,collected 2026-07-07
ideas for quiz rounds,0,3,0.0,10.33,,collected 2026-07-07
2026 pub,0,3,0.0,10.67,,collected 2026-07-07
pub 2026,0,3,0.0,10.67,,collected 2026-07-07
quiz night decorations,0,3,0.0,10.67,,collected 2026-07-07
how long is a pub quiz,0,3,0.0,12.67,,collected 2026-07-07
pub quiz category ideas,0,3,0.0,12.67,,collected 2026-07-07
quiz night theme,0,3,0.0,13.0,,collected 2026-07-07
quiz night theme ideas,0,3,0.0,13.33,,collected 2026-07-07
recruiting the right bar team,0,3,0.0,13.67,,collected 2026-07-07
pub quiz theme ideas,0,3,0.0,14.0,,collected 2026-07-07
fun pub quiz ideas,0,3,0.0,16.67,,collected 2026-07-07
pub marketing ideas,0,3,0.0,18.0,,collected 2026-07-07
pub guidance,0,3,0.0,18.33,,collected 2026-07-07
bingo cash script,0,3,0.0,23.0,,collected 2026-07-07
what is a quiz night,0,3,0.0,23.67,,collected 2026-07-07
managing a pub,0,3,0.0,32.33,,collected 2026-07-07
pub refit,0,3,0.0,33.67,,collected 2026-07-07
pub refurbishment opportunities,0,3,0.0,40.33,,collected 2026-07-07
fun quiz night,0,3,0.0,52.0,,collected 2026-07-07
hospitality content creation berkshire,0,3,0.0,83.0,,collected 2026-07-07
quiz night topics,0,2,0.0,1.0,,collected 2026-07-07
ideas for a quiz,0,2,0.0,4.0,,collected 2026-07-07
paid social services for pubs,0,2,0.0,5.5,,collected 2026-07-07
pub instagram,0,2,0.0,6.0,,collected 2026-07-07
jelly bookings,0,2,0.0,6.5,,collected 2026-07-07
weekly bar event ideas,0,2,0.0,6.5,,collected 2026-07-07
how long are pub quizzes,0,2,0.0,7.0,,collected 2026-07-07
elevated pub food,0,2,0.0,7.5,,collected 2026-07-07
simple pub food menu ideas,0,2,0.0,8.0,,collected 2026-07-07
how many rounds in a pub quiz,0,2,0.0,9.5,,collected 2026-07-07
october pub,0,2,0.0,10.0,,collected 2026-07-07
how to run a bingo night,0,2,0.0,10.5,,collected 2026-07-07
reboot pub,0,2,0.0,10.5,,collected 2026-07-07
how to calculate vat for a pub business,0,2,0.0,12.0,,collected 2026-07-07
pub social media,0,2,0.0,13.0,,collected 2026-07-07
great quiz rounds,0,2,0.0,14.5,,collected 2026-07-07
marketing for pubs,0,2,0.0,15.0,,collected 2026-07-07
quiz format ideas,0,2,0.0,15.5,,collected 2026-07-07
ideas for pub entertainment,0,2,0.0,17.0,,collected 2026-07-07
night 101,0,2,0.0,18.5,,collected 2026-07-07
pub trivia format,0,2,0.0,18.5,,collected 2026-07-07
pub loyalty card ideas,0,2,0.0,19.5,,collected 2026-07-07
pub night ideas,0,2,0.0,20.0,,collected 2026-07-07
pub quiz night,0,2,0.0,22.0,,collected 2026-07-07
pub margins,0,2,0.0,23.5,,collected 2026-07-07
jelly booking,0,2,0.0,26.0,,collected 2026-07-07
pub quiz tips,0,2,0.0,32.0,,collected 2026-07-07
manage a pub,0,2,0.0,33.0,,collected 2026-07-07
entertainment for pubs,0,2,0.0,34.0,,collected 2026-07-07
pub support,0,2,0.0,37.5,,collected 2026-07-07
what is quiz night,0,2,0.0,37.5,,collected 2026-07-07
kids entertainment for pubs,0,2,0.0,38.5,,collected 2026-07-07
bar content ideas,0,1,0.0,1.0,,collected 2026-07-07
drinks and nibbles,0,1,0.0,1.0,,collected 2026-07-07
hosting a trivia night,0,1,0.0,1.0,,collected 2026-07-07
how to host a trivia night,0,1,0.0,1.0,,collected 2026-07-07
ja,0,1,0.0,1.0,,collected 2026-07-07
pub jelly,0,1,0.0,1.0,,collected 2026-07-07
pub quiz ideen,0,1,0.0,1.0,,collected 2026-07-07
pubquiz ideen,0,1,0.0,1.0,,collected 2026-07-07
quiz night pub,0,1,0.0,1.0,,collected 2026-07-07
quiz nights tonight,0,1,0.0,1.0,,collected 2026-07-07
quizz ideas,0,1,0.0,1.0,,collected 2026-07-07
trivia night questions,0,1,0.0,1.0,,collected 2026-07-07
"""quiz night"" show ""kevin drew""",0,1,0.0,2.0,,collected 2026-07-07
answer these two questions,0,1,0.0,2.0,,collected 2026-07-07
applause for new idea but lacking pub,0,1,0.0,2.0,,collected 2026-07-07
deya quiz,0,1,0.0,2.0,,collected 2026-07-07
food van menu ideas,0,1,0.0,2.0,,collected 2026-07-07
for pubs,0,1,0.0,2.0,,collected 2026-07-07
midweek offer,0,1,0.0,2.0,,collected 2026-07-07
pub meals,0,1,0.0,2.0,,collected 2026-07-07
もっと,0,1,0.0,2.0,,collected 2026-07-07
6 ways to increase sales for your restaurant,0,1,0.0,3.0,,collected 2026-07-07
events for bars,0,1,0.0,3.0,,collected 2026-07-07
go compare,0,1,0.0,3.0,,collected 2026-07-07
how to improve sales in a restaurant business,0,1,0.0,3.0,,collected 2026-07-07
pub entertainment,0,1,0.0,3.0,,collected 2026-07-07
pub entertainment near me,0,1,0.0,3.0,,collected 2026-07-07
pub food ideas,0,1,0.0,3.0,,collected 2026-07-07
quiz round ideas,0,1,0.0,3.0,,collected 2026-07-07
rounds for a quiz,0,1,0.0,3.0,,collected 2026-07-07
what is a pub quiz,0,1,0.0,3.0,,collected 2026-07-07
bar events,0,1,0.0,4.0,,collected 2026-07-07
harry beswick lunchtime menu,0,1,0.0,4.0,,collected 2026-07-07
pub menus,0,1,0.0,4.0,,collected 2026-07-07
quiz rounds,0,1,0.0,4.0,,collected 2026-07-07
fun quiz questions and answers,0,1,0.0,5.0,,collected 2026-07-07
games like cheese or service station,0,1,0.0,5.0,,collected 2026-07-07
pub kitchen,0,1,0.0,5.0,,collected 2026-07-07
simple quiz games,0,1,0.0,5.0,,collected 2026-07-07
sports bar food ideas,0,1,0.0,5.0,,collected 2026-07-07
yes,0,1,0.0,5.0,,collected 2026-07-07
pub lunch menu,0,1,0.0,6.0,,collected 2026-07-07
pub quiz round,0,1,0.0,6.0,,collected 2026-07-07
the king's head epping menu,0,1,0.0,6.0,,collected 2026-07-07
traditional pub food menu,0,1,0.0,6.0,,collected 2026-07-07
interesting pub quiz questions,0,1,0.0,7.0,,collected 2026-07-07
pub trivia,0,1,0.0,7.0,,collected 2026-07-07
themes for quizzes,0,1,0.0,7.0,,collected 2026-07-07
trivia round ideas,0,1,0.0,7.0,,collected 2026-07-07
what is cash bingo,0,1,0.0,7.0,,collected 2026-07-07
wochenende,0,1,0.0,7.0,,collected 2026-07-07
how to run bingo,0,1,0.0,8.0,,collected 2026-07-07
pub quiz structure,0,1,0.0,8.0,,collected 2026-07-07
themed pub quizzes,0,1,0.0,8.0,,collected 2026-07-07
themed quiz ideas,0,1,0.0,8.0,,collected 2026-07-07
fire round trivia quiz format,0,1,0.0,9.0,,collected 2026-07-07
how to prepare for a quiz night,0,1,0.0,9.0,,collected 2026-07-07
ideas for quizzes,0,1,0.0,9.0,,collected 2026-07-07
quiz,0,1,0.0,9.0,,collected 2026-07-07
quiz night,0,1,0.0,9.0,,collected 2026-07-07
dorian restaurant menu,0,1,0.0,10.0,,collected 2026-07-07
bar empty,0,1,0.0,11.0,,collected 2026-07-07
pub co branding,0,1,0.0,11.0,,collected 2026-07-07
pub menus ideas,0,1,0.0,11.0,,collected 2026-07-07
quiz idea,0,1,0.0,11.0,,collected 2026-07-07
quiz rounds with a twist,0,1,0.0,11.0,,collected 2026-07-07
oktoberfest pub,0,1,0.0,12.0,,collected 2026-07-07
pub event,0,1,0.0,12.0,,collected 2026-07-07
pub quiz nights,0,1,0.0,13.0,,collected 2026-07-07
pub theme night ideas,0,1,0.0,14.0,,collected 2026-07-07
pub tips,0,1,0.0,17.0,,collected 2026-07-07
quiz theme ideas,0,1,0.0,18.0,,collected 2026-07-07
bar trivia format,0,1,0.0,19.0,,collected 2026-07-07
trivia night ideas,0,1,0.0,19.0,,collected 2026-07-07
pub grub ideas,0,1,0.0,20.0,,collected 2026-07-07
pub quiz prize ideas,0,1,0.0,20.0,,collected 2026-07-07
how to run a successful pub,0,1,0.0,22.0,,collected 2026-07-07
quiz topics ideas,0,1,0.0,22.0,,collected 2026-07-07
small town bar ideas,0,1,0.0,23.0,,collected 2026-07-07
starting a pub,0,1,0.0,23.0,,collected 2026-07-07
what do you need to run a pub,0,1,0.0,24.0,,collected 2026-07-07
bar bingo rules,0,1,0.0,25.0,,collected 2026-07-07
how to attract families to pubs,0,1,0.0,25.0,,collected 2026-07-07
pub activities,0,1,0.0,25.0,,collected 2026-07-07
pub party ideas,0,1,0.0,25.0,,collected 2026-07-07
how to create a pub menu,0,1,0.0,27.0,,collected 2026-07-07
loyalty cards for pubs,0,1,0.0,27.0,,collected 2026-07-07
opening your own pub,0,1,0.0,28.0,,collected 2026-07-07
table quiz rounds,0,1,0.0,28.0,,collected 2026-07-07
different quiz ideas,0,1,0.0,29.0,,collected 2026-07-07
how do i run a pub,0,1,0.0,31.0,,collected 2026-07-07
pub promotion ideas,0,1,0.0,32.0,,collected 2026-07-07
quiz night rounds,0,1,0.0,32.0,,collected 2026-07-07
summer event ideas,0,1,0.0,32.0,,collected 2026-07-07
pub help,0,1,0.0,33.0,,collected 2026-07-07
how to sell a pub,0,1,0.0,34.0,,collected 2026-07-07
want to run a pub,0,1,0.0,34.0,,collected 2026-07-07
fun bar event ideas,0,1,0.0,36.0,,collected 2026-07-07
owning a pub,0,1,0.0,36.0,,collected 2026-07-07
bar refurb,0,1,0.0,37.0,,collected 2026-07-07
good quiz ideas,0,1,0.0,38.0,,collected 2026-07-07
event ideas for bars,0,1,0.0,40.0,,collected 2026-07-07
how to prepare for a pub quiz,0,1,0.0,41.0,,collected 2026-07-07
funny quiz round ideas,0,1,0.0,46.0,,collected 2026-07-07
how to own a pub,0,1,0.0,48.0,,collected 2026-07-07
pub profit margin,0,1,0.0,49.0,,collected 2026-07-07
bar refurbishment,0,1,0.0,50.0,,collected 2026-07-07
a small orange email hosting,0,1,0.0,69.0,,collected 2026-07-07
www.orange.co.uk,0,1,0.0,71.0,,collected 2026-07-07
how to organise a quiz night,0,1,0.0,72.0,,collected 2026-07-07
seo for pubs,0,1,0.0,72.0,,collected 2026-07-07
how to organize a quiz night,0,1,0.0,75.0,,collected 2026-07-07
how to get better at pub quizzes,0,1,0.0,78.0,,collected 2026-07-07
how to get good at pub quizzes,0,1,0.0,79.0,,collected 2026-07-07
pub marketing agency,0,1,0.0,80.0,,collected 2026-07-07
